"Kap1"	"Pol2ra"	"TCFL2"	"ZNF263"	"ELK4"	"CTCF_chr22"	"H3K4me3_chr22"
0.005	0	0.005	0.0266667	0.05	0.075	0.0076282
0.005	0	0.005	0.0266667	0.05	0.075	0.0076282
0.005	0	0.005	0.0266667	0.05	0.075	0.0076282
0.005	0	0.005	0.0266667	0.05	0.075	0.0076282
0.005	0	0.005	0.0266667	0.05	0.075	0.0076282
0.005	0	0.005	0.0266667	0.05	0.075	0.0076282
0.005	0	0.005	0.0266667	0.05	0.0625	0.0076282
0.005	0	0.005	0.0266667	0.05	0.0625	0.0076282
0.005	0	0.005	0.0266667	0.025	0.075	0.0076282
0.005	0	0.005	0.0266667	0.025	0.075	0.0076282
0.005	0	0.005	0.0266667	0.05	0.05	0.0076282
0.005	0	0.005	0.0266667	0.05	0.05	0.0076282
0.005	0	0.005	0.0266667	0.05	0.075	0.0076282
0.005	0	0.005	0.0266667	0.05	0.075	0.0076282
0.005	0	0.005	0.0266667	0.05	0.075	0.0076282
0.005	0	0.005	0.0266667	0.05	0.075	0.0076282
0.005	0	0.005	0.0266667	0.05	0.075	0.0076282
0.005	0	0.005	0.0266667	0.05	0.075	0.0076282
0.005	0	0.005	0.0266667	0.05	0.075	0.0076282
0.005	0	0.005	0.0266667	0.05	0.075	0.0076282
0.005	0	0.005	0.0266667	0.05	0.075	0.0076282
0.005	0	0.005	0.0266667	0.05	0.075	0.0076282
0.005	0	0.005	0.0266667	0.05	0.075	0.0076282
0.005	0	0.005	0.0266667	0.05	0.075	0.0076282
0.005	0	0.005	0.0266667	0.05	0.075	0.0076282
0.005	0	0.005	0.0266667	0.05	0.075	0.0076282
0.005	0	0.005	0.0266667	0.05	0.075	0.0076282
0.005	0	0.005	0.0266667	0.05	0.05	0.0076282
0.005	0	0.005	0.0266667	0.025	0.05	0.0076282
0.005	0	0.005	0.0266667	0.025	0.075	0.0076282
0.005	0	0.005	0.0266667	0.05	0.05	0.0076282
0.005	0	0.005	0.0266667	0.05	0.05	0.0076282
0.005	0	0.005	0.0266667	0.05	0.075	0.005064105
0.005	0	0.005	0.0266667	0.05	0.075	0.0525
0.005	0	0.005	0.0266667	0.05	0.075	0.1025
0.005	0	0.005	0.0266667	0.05	0.075	0.1025
0.005	0	0.005	0.0266667	0.05	0.075	0.1025
0.005	0	0.005	0.0266667	0.05	0.075	0.1025
0.005	0	0.005	0.0266667	0.05	0.075	0.0025
0.005	0	0.005	0.0266667	0.05	0.075	0.0025
0.005	0	0.005	0.0266667	0.05	0.075	0.005
0.005	0	0.005	0.0266667	0.05	0.075	0.005
0.005	0	0.005	0.0266667	0.05	0.075	0.005
0.005	0	0.005	0.0266667	0.05	0.075	0.005
0.005	0	0.005	0.0266667	0.05	0.075	0.005
0.005	0	0.005	0.0266667	0.05	0.075	0.005
0.005	0	0.005	0.0266667	0.05	0.075	0.005
0.005	0	0.005	0.0266667	0.05	0.075	0.005
0.005	0	0.005	0.0266667	0.025	0.0625	0.005
0.005	0	0.005	0.0266667	0.025	0.0625	0.005
0.005	0	0.005	0.0266667	0.05	0.05	0.005
0.005	0	0.005	0.0266667	0.05	0.0375	0.005
0.005	0	0.005	0.0266667	0.05	0.05	0.005
0	0	0.005	0.0266667	0.05	0.05	0.005
0	0	0.005	0.0266667	0.05	0.05	0.005
0.005	0	0.005	0.0266667	0.05	0.05	0.005
0.005	0	0.005	0.0266667	0.05	0.05	0.005
0.005	0	0.005	0.0266667	0.05	0.05	0.005
0.005	0	0.005	0.0266667	0.05	0.05	0.005
0.005	0	0.005	0.0266667	0.05	0.05	0.005
0.005	0	0	0.0266667	0.05	0.05	0.005
0.005	0	0	0.0266667	0.05	0.05	0.005
0.005	0	0.005	0.0266667	0.05	0.05	0.005
0.005	0	0.005	0.0266667	0.05	0.05	0.005
0.005	0	0.005	0.0266667	0.05	0.05	0.005
0.005	0	0.005	0.0266667	0.05	0.05	0.005
0.005	0	0.005	0.0266667	0.05	0.05	0.005
0.005	0	0.005	0.0266667	0.05	0.05	0.005
0.005	0	0.005	0.0266667	0.05	0.0375	0.005
0.005	0	0.005	0.0266667	0	0.0375	0.005
0.005	0	0.005	0.0266667	0	0.05	0.005
0.005	0	0.005	0.0266667	0.05	0.025	0.005
0.005	0	0.005	0.0266667	0.05	0.025	0.005
0.005	0	0.005	0.0266667	0.05	0.075	0.005
0.005	0	0.005	0.0266667	0.05	0.075	0.005
0.005	0	0.005	0.0266667	0.05	0.075	0.005
0.005	0	0.005	0.0266667	0.05	0.075	0.005
0.005	0	0.005	0	0.05	0.075	0.005
0.005	0	0.005	0	0.05	0.075	0.005
0.005	0	0.005	0.02	0.05	0.075	0.005
0.005	0	0.005	0.02	0.05	0.075	0.005
0.005	0	0.005	0.02	0.05	0.075	0.005
0.005	0	0.005	0.02	0.05	0.075	0.005
0.005	0	0.005	0.02	0.05	0.075	0.005
0.005	0	0.005	0.02	0.05	0.075	0.005
0.005	0	0.005	0.02	0.05	0.075	0.005
0.005	0	0.005	0.02	0.05	0.075	0.005
0.005	0	0.005	0.02	0.05	0.075	0.005
0.005	0	0.005	0.02	0.05	0.0625	0.005
0.005	0	0.005	0.02	0.05	0.0625	0.005
0.005	0	0.005	0.02	0.025	0.075	0.005
0.005	0	0.005	0.02	0.025	0.075	0.005
0.005	0	0.005	0.02	0.05	0.05	0.005
0.005	0	0.005	0.02	0.05	0.0625	0.005
0.005	0	0.005	0.02	0.05	0.1	0.005
0.005	0	0.005	0.02	0.05	0.1	0.005
0.005	0	0.005	0.02	0.05	0.1	0.005
0.005	0	0.005	0.02	0.05	0.1	0.005
0.005	0	0.005	0.02	0.05	0.1	0.005
0.005	0	0.005	0.02	0.05	0.1	0.005
0.005	0	0.005	0.02	0.05	0.1	0.005
0.005	0	0.005	0.02	0.05	0.1	0.005
0.005	0	0.005	0.02	0.05	0.1	0.005
0.005	0	0.005	0.02	0.05	0.1	0.005
0.005	0	0.005	0.02	0.05	0.1	0.005
0.005	0	0.005	0.02	0.05	0.1	0.005
0.005	0	0.005	0.02	0.05	0.1	0.005
0.005	0	0.005	0.02	0.05	0.1	0.005
0.005	0	0.005	0.02	0.05	0.0875	0.005
0.005	0	0.005	0.02	0.05	0.0875	0.005
0.005	0	0.005	0.02	0.025	0.1	0.005
0.005	0	0.005	0.02	0.025	0.1	0.005
0.005	0	0.005	0.02	0.05	0.0625	0.005
0.005	0	0.005	0.02	0.05	0.0625	0.005
0.005	0	0.005	0.02	0.05	0.1	0.005
0.005	0	0.005	0.02	0.05	0.1	0.005
0.005	0	0.005	0.02	0.05	0.1	0.005
0.005	0	0.005	0.02	0.05	0.1	0.005
0.005	0	0.005	0.02	0.05	0.1	0.005
0.005	0	0.005	0.02	0.05	0.1	0.005
0.005	0	0.005	0.02	0.05	0.1	0.005
0.005	0	0.005	0.02	0.05	0.1	0.005
0.005	0	0.005	0.02	0.05	0.1	0.005
0.005	0	0.005	0.02	0.05	0.1	0.005
0.005	0	0.005	0.02	0.05	0.1	0.005
0.005	0	0.005	0.02	0.05	0.1	0.005
0.005	0	0.005	0.02	0.05	0.1	0.005
0.005	0	0.005	0.02	0.05	0.1	0.005
0.005	0	0.005	0.02	0.05	0.0875	0.005
0.005	0	0.005	0.02	0.05	0.0875	0.005
0.005	0	0.005	0.02	0.025	0.1	0.005
0.005	0	0.005	0.02	0.025	0.1	0.005
0.005	0	0.005	0.02	0.05	0.0625	0.005
0.005	0	0.005	0.02	0.05	0.075	0.005
0.005	0	0.005	0.02	0.05	0.125	0.005
0.005	0	0.005	0.02	0.05	0.125	0.005
0.005	0	0.005	0.02	0.05	0.125	0.005
0.005	0	0.005	0.02	0.05	0.125	0.005
0.005	0	0.005	0.02	0.05	0.125	0.005
0.005	0	0.005	0.02	0.05	0.125	0.005
0.005	0	0.005	0.02	0.05	0.125	0.005
0.005	0	0.005	0.02	0.05	0.125	0.005
0.005	0	0.005	0.02	0.05	0.125	0.005
0.005	0	0.005	0.02	0.05	0.125	0.005
0.005	0	0.005	0.02	0.05	0.125	0.005
0.005	0	0.005	0.02	0.05	0.125	0.005
0.005	0	0.005	0.02	0.05	0.125	0.005
0.005	0	0.005	0.02	0.05	0.125	0.005
0.005	0	0.005	0.02	0.05	0.1125	0.005
0.005	0	0.005	0.02	0.05	0.1125	0.005
0.005	0	0.005	0.02	0.025	0.125	0.005
0.005	0	0.005	0.02	0.025	0.125	0.005
0.005	0	0.005	0.02	0.05	0.075	0.005
0.005	0	0.005	0.02	0.05	0.1	0.005
0.005	0	0.005	0.02	0.05	0.175	0.005
0.005	0	0.005	0.02	0.05	0.175	0.005
0.005	0	0.005	0.02	0.05	0.175	0.005
0.005	0	0.005	0.02	0.05	0.175	0.005
0.005	0	0.005	0.02	0.05	0.175	0.005
0.005	0	0.005	0.02	0.05	0.175	0.005
0.005	0	0.005	0.02	0.05	0.175	0.005
0.005	0	0.005	0.02	0.05	0.175	0.005
0.005	0	0.005	0.02	0.05	0.175	0.005
0.005	0	0.005	0.02	0.05	0.175	0.005
0.005	0	0.005	0.02	0.05	0.175	0.005
0.005	0	0.005	0.02	0.05	0.175	0.005
0.005	0	0.005	0.02	0.05	0.175	0.005
0.005	0	0.005	0.02	0.05	0.175	0.005
0.005	0	0.005	0.02	0.05	0.1625	0.005
0.005	0	0.005	0.02	0.05	0.175	0.005
0.005	0	0.005	0.02	0.025	0.2	0.005
0.005	0	0.005	0.02	0.025	0.2	0.005
0.005	0.0589744	0.005	0.02	0.05	0.125	0.005
0.005	0.117949	0.005	0.02	0.05	0.125	0.005
0.005	0.117949	0.005	0.02	0.05	0.2	0.005
0.005	0.117949	0.005	0.02	0.05	0.2	0.005
0.005	0.117949	0.005	0.02	0.05	0.2	0.005
0.005	0.117949	0.005	0.02	0.05	0.2	0.005
0.005	0.117949	0.005	0.02	0.05	0.2	0.005
0.005	0.117949	0.005	0.02	0.05	0.2	0.005
0.005	0.117949	0.005	0.02	0.05	0.2	0.005
0.005	0.117949	0.005	0.02	0.05	0.2	0.005
0.005	0.117949	0.005	0.02	0.05	0.2	0.005
0.005	0.117949	0.005	0.02	0.05	0.2	0.005
0.005	0.117949	0.005	0.02	0.05	0.2	0.005
0.005	0.117949	0.005	0.02	0.05	0.2	0.005
0.005	0.117949	0.005	0.02	0.05	0.2	0.005
0.005	0.117949	0.005	0.02	0.05	0.2	0.005
0.005	0.117949	0.005	0.02	0.05	0.175	0.005
0.005	0.117949	0.005	0.02	0.05	0.175	0.005
0.005	0.117949	0.005	0.02	0.025	0.2	0.005
0.005	0.117949	0.005	0.02	0.025	0.2	0.005
0.005	0.117949	0.005	0.02	0.05	0.125	0.005
0.005	0.117949	0.005	0.02	0.05	0.125	0.0025
0.005	0.117949	0.005	0.02	0.05	0.2	0.0025
0.005	0.117949	0.005	0.02	0.05	0.2	0.00527778
0.005	0.117949	0.005	0.02	0.05	0.2	0.00527778
0.005	0.117949	0.005	0.02	0.05	0.2	0.00527778
0.005	0.117949	0.005	0.02	0.05	0.2	0.00527778
0.005	0.117949	0.005	0.02	0.05	0.2	0.00527778
0.005	0.117949	0.005	0.02	0.05	0.2	0.00527778
0.005	0.117949	0.005	0.02	0.05	0.2	0.00527778
0.005	0.117949	0.005	0.02	0.05	0.2	0.00527778
0.005	0.117949	0.005	0.02	0.05	0.2	0.00527778
0.005	0.117949	0.005	0.02	0.05	0.2	0.00527778
0.005	0.117949	0.005	0.02	0.05	0.2	0.00527778
0.005	0.117949	0.005	0.02	0.05	0.2	0.00527778
0.005	0.117949	0.005	0.02	0.05	0.2	0.00527778
0.005	0.117949	0.005	0.02	0.05	0.175	0.00527778
0.005	0.117949	0.005	0.02	0.05	0.1625	0.00527778
0.005	0.117949	0.005	0.02	0.025	0.175	0.00527778
0.005	0	0.005	0.02	0.025	0.175	0.00527778
0.005	0	0.005	0.02	0.05	0.1	0.00527778
0.005	0	0.005	0.02	0.05	0.1	0.00527778
0.005	0	0.005	0.02	0.05	0.175	0.00527778
0.005	0	0.005	0.02	0.05	0.175	0.00527778
0.005	0	0.005	0.02	0.05	0.175	0.00527778
0.005	0	0.005	0.02	0.05	0.175	0.00527778
0.005	0	0.005	0.02	0.05	0.175	0.00527778
0.005	0	0.005	0.02	0.05	0.175	0.00527778
0.005	0	0.005	0.02	0.05	0.175	0.00527778
0.005	0	0.005	0.02	0.05	0.175	0.00527778
0.005	0	0.005	0.02	0.05	0.175	0.00527778
0.005	0	0.005	0.02	0.05	0.175	0.00527778
0.005	0	0.005	0.02	0.05	0.175	0.00527778
0.005	0	0.005	0.02	0.05	0.175	0.00527778
0.005	0	0.005	0.02	0.05	0.175	0.00527778
0.005	0	0.005	0.02	0.05	0.175	0.00527778
0.005	0	0.005	0.02	0.05	0.1625	0.00527778
0.005	0	0.005	0.02	0.05	0.1625	0.00527778
0.005	0	0.005	0.02	0.025	0.175	0.00527778
0.005	0	0.005	0.02	0.025	0.175	0.00527778
0.005	0	0.005	0.02	0.05	0.1	0.00527778
0.005	0	0.005	0.02	0.05	0.1	0.00527778
0.005	0	0.005	0.02	0.05	0.175	0.00527778
0.005	0	0.005	0.02	0.05	0.175	0.00527778
0.005	0	0.005	0.02	0.05	0.175	0.00527778
0.005	0	0.005	0.02	0.05	0.175	0.00527778
0.005	0	0.005	0.02	0.05	0.175	0.00527778
0.005	0	0.005	0.02	0.05	0.175	0.00527778
0.005	0	0.005	0.02	0.05	0.175	0.00277778
0.005	0	0.005	0.02	0.05	0.175	0.00277778
0.005	0	0.005	0.02	0.05	0.175	0.00527778
0.005	0	0.005	0.02	0.05	0.175	0.00527778
0.005	0	0.005	0.02	0.05	0.175	0.00527778
0.005	0	0.005	0.02	0.05	0.175	0.00527778
0.005	0	0.005	0.02	0.05	0.175	0.00527778
0.005	0	0.005	0.02	0.05	0.175	0.00527778
0.005	0	0.005	0.02	0.05	0.1625	0.00527778
0.005	0	0.005	0.02	0.05	0.1625	0.00527778
0.005	0	0.005	0.02	0.05	0.175	0.00527778
0.005	0	0.005	0.02	0	0.175	0.00527778
0.005	0	0.005	0.02	0	0.1	0.00527778
0.005	0	0.005	0.02	0.05	0.075	0.00527778
0.005	0	0.005	0.02	0.05	0.125	0.00527778
0	0	0.005	0.02	0.05	0.125	0.00527778
0	0	0.005	0.02	0.05	0.125	0.00527778
0.005	0	0.005	0.02	0.05	0.125	0.00527778
0.005	0	0.005	0.02	0.05	0.125	0.00527778
0.005	0	0.005	0.02	0.05	0.125	0.00527778
0.005	0	0.005	0.02	0.05	0.125	0.00527778
0.005	0	0.005	0.02	0.05	0.125	0.00527778
0.005	0	0	0.02	0.05	0.125	0.00527778
0.005	0	0	0.02	0.05	0.125	0.00527778
0.005	0	0.005	0.02	0.05	0.125	0.00527778
0.005	0	0.005	0.02	0.05	0.125	0.00527778
0.005	0	0.005	0.02	0.05	0.125	0.00527778
0.005	0	0.005	0.02	0.05	0.125	0.00527778
0.005	0	0.005	0.02	0.05	0.1125	0.00527778
0.005	0	0.005	0.02	0.05	0.1125	0.00527778
0.005	0	0.005	0.02	0.05	0.125	0.00527778
0.005	0	0.005	0.02	0.05	0.125	0.00527778
0.005	0	0.005	0.02	0.025	0.075	0.00527778
0.005	0	0.005	0.02	0.025	0.0625	0.00527778
0.005	0	0.005	0.02	0.05	0.1	0.00527778
0.005	0	0.005	0.02	0.05	0.1	0.00527778
0.005	0	0.005	0.02	0.05	0.1	0.00527778
0.005	0	0.005	0.02	0.05	0.1	0.00527778
0.005	0	0.005	0.02	0.05	0.1	0.00527778
0.005	0	0.005	0	0.05	0.1	0.00527778
0.005	0	0.005	0	0.05	0.1	0.00527778
0.005	0	0.005	0.005	0.05	0.1	0.00527778
0.005	0	0.005	0.005	0.05	0.1	0.00527778
0.005	0	0.005	0.005	0.05	0.1	0.00527778
0.005	0	0.005	0.005	0.05	0.1	0.00527778
0.005	0	0.005	0.005	0.05	0.1	0.00527778
0.005	0	0.005	0.005	0.05	0.1	0.00527778
0.005	0	0.005	0.005	0.05	0.1	0.00527778
0.005	0	0.005	0.005	0.05	0.0875	0.00527778
0.005	0	0.005	0.005	0.05	0.0875	0.00527778
0.005	0	0.005	0.005	0.05	0.1	0.00527778
0.005	0	0.005	0.005	0.05	0.1	0.00527778
0.005	0	0.005	0.005	0.025	0.0625	0.00527778
0.005	0	0.005	0.005	0.025	0.0625	0.00527778
0.005	0	0.005	0.005	0.05	0.1	0.00527778
0.005	0	0.005	0.005	0.05	0.1	0.00527778
0.005	0	0.005	0.005	0.05	0.1	0.00527778
0.005	0	0.005	0.005	0.05	0.1	0.00527778
0.005	0	0.005	0.005	0.05	0.1	0.00527778
0.005	0	0.005	0.005	0.05	0.1	0.00527778
0.005	0	0.005	0.005	0.05	0.1	0.00527778
0.005	0	0.005	0.005	0.05	0.1	0.00527778
0.005	0	0.005	0.005	0.05	0.1	0.00527778
0.005	0	0.005	0.005	0.05	0.1	0.00527778
0.005	0	0.005	0.005	0.05	0.1	0.00527778
0.005	0	0.005	0.005	0.05	0.1	0.00527778
0.005	0	0.005	0.005	0.05	0.1	0.00527778
0.005	0	0.005	0.005	0.05	0.1	0.00527778
0.005	0	0.005	0.005	0.05	0.0875	0.00527778
0.005	0	0.005	0.005	0.05	0.0875	0.00527778
0.005	0	0.005	0.005	0.05	0.1	0.00527778
0.005	0	0.005	0.005	0.05	0.1	0.00527778
0.005	0	0.005	0.005	0.025	0.0625	0.00527778
0.005	0	0.005	0.005	0.025	0.05	0.00527778
0.005	0	0.005	0.005	0.05	0.075	0.00527778
0.005	0	0.005	0.005	0.05	0.075	0.00527778
0.005	0	0.005	0.005	0.05	0.075	0.00527778
0.005	0	0.005	0.005	0.05	0.075	0.00527778
0.005	0	0.005	0.005	0.05	0.075	0.00527778
0.005	0	0.005	0.005	0.05	0.075	0.00527778
0.005	0	0.005	0.005	0.05	0.075	0.00527778
0.005	0	0.005	0.005	0.05	0.075	0.00527778
0.005	0	0.005	0.005	0.05	0.075	0.00527778
0.005	0	0.005	0.005	0.05	0.075	0.00527778
0.005	0	0.005	0.005	0.05	0.075	0.00527778
0.005	0	0.005	0.005	0.05	0.075	0.00527778
0.005	0	0.005	0.005	0.05	0.075	0.00527778
0.005	0	0.005	0.005	0.05	0.075	0.00527778
0.005	0	0.005	0.005	0.05	0.0625	0.00527778
0.005	0	0.005	0.005	0.05	0.0625	0.00527778
0.005	0	0.005	0.005	0.05	0.075	0.00527778
0.005	0	0.005	0.005	0.05	0.075	0.00527778
0.005	0	0.005	0.005	0.025	0.075	0.00527778
0.005	0	0.005	0.005	0.025	0.025	0.00527778
0.005	0	0.005	0.005	0.05	0.025	0.00527778
0.005	0	0.005	0.005	0.05	0.075	0.00527778
0.005	0	0.005	0.005	0.05	0.075	0.00527778
0.005	0	0.005	0.005	0.05	0.075	0.00527778
0.005	0	0.005	0.005	0.05	0.075	0.00527778
0.005	0	0.005	0.005	0.05	0.075	0.00527778
0.005	0	0.005	0.005	0.05	0.075	0.00527778
0.005	0	0.005	0.005	0.05	0.075	0.00527778
0.005	0	0.005	0.005	0.05	0.075	0.00527778
0.005	0	0.005	0.005	0.05	0.075	0.00527778
0.005	0	0.005	0.005	0.05	0.075	0.00527778
0.005	0	0.005	0.005	0.05	0.075	0.00527778
0.005	0	0.005	0.005	0.05	0.075	0.00527778
0.005	0	0.005	0.005	0.05	0.075	0.00527778
0.005	0	0.005	0.005	0.05	0.075	0.00527778
0.005	0	0.005	0.005	0.05	0.05	0.00527778
0.005	0	0.005	0.005	0.05	0.05	0.00527778
0.005	0	0.005	0.005	0.05	0.075	0.00527778
0.005	0	0.005	0.005	0.025	0.075	0.00527778
0.005	0	0.005	0.005	0.025	0.075	0.00527778
0.005	0	0.005	0.005	0.05	0.05	0.00527778
0.005	0	0.005	0.005	0.05	0.0875	0.00527778
0.005	0	0.005	0.005	0.05	0.15	0.00527778
0.005	0	0.005	0.005	0.05	0.15	0.00527778
0.005	0	0.005	0.005	0.05	0.15	0.00527778
0.005	0	0.005	0.005	0.05	0.15	0.00527778
0.005	0	0.005	0.005	0.05	0.15	0.00527778
0.005	0	0.005	0.005	0.05	0.15	0.00527778
0.005	0	0.005	0.005	0.05	0.15	0.00527778
0.005	0	0.005	0.005	0.05	0.15	0.00527778
0.005	0	0.005	0.005	0.05	0.15	0.00527778
0.005	0	0.005	0.005	0.05	0.15	0.00527778
0.005	0	0.005	0.005	0.05	0.15	0.00527778
0.005	0	0.005	0.005	0.05	0.15	0.00527778
0.005	0	0.005	0.005	0.05	0.15	0.00527778
0.005	0	0.005	0.005	0.05	0.15	0.00527778
0.005	0	0.005	0.005	0.05	0.1375	0.00527778
0.005	0	0.005	0.005	0.05	0.1375	0.00527778
0.005	0	0.005	0.005	0.025	0.15	0.00527778
0.005	0	0.005	0.005	0.025	0.15	0.00527778
0.005	0	0.005	0.005	0.05	0.0875	0.00388889
0.005	0	0.005	0.005	0.05	0.0875	0.3358335
0.005	0	0.005	0.005	0.05	0.15	0.0419737
0.005	0	0.005	0.005	0.05	0.15	0.0814475
0.005	0	0.005	0.005	0.05	0.15	0.0814475
0.005	0	0.005	0.005	0.05	0.15	0.0814475
0.005	0	0.005	0.005	0.05	0.15	0.0814475
0.005	0	0.005	0.005	0.05	0.15	0.0814475
0.005	0	0.005	0.005	0.05	0.15	0.0814475
0.005	0	0.005	0.005	0.05	0.15	0.0814475
0.005	0	0.005	0.005	0.05	0.15	0.0814475
0.005	0	0.005	0.005	0.05	0.15	0.0814475
0.005	0	0.005	0.005	0.05	0.15	0.0814475
0.005	0	0.005	0.005	0.05	0.15	0.0814475
0.005	0	0.005	0.005	0.05	0.15	0.0814475
0.005	0	0.005	0.005	0.05	0.15	0.0814475
0.005	0	0.005	0.005	0.05	0.1375	0.0814475
0.005	0	0.005	0.005	0.05	0.1375	0.0814475
0.005	0	0.005	0.005	0.025	0.15	0.0814475
0.005	0	0.005	0.005	0.025	0.15	0.0814475
0.005	0	0.005	0.005	0.05	0.0875	0.0419737
0.005	0	0.005	0.005	0.05	0.125	0.00527778
0.005	0	0.005	0.005	0.05	0.225	0.00805555
0.005	0	0.005	0.005	0.05	0.225	0.00805555
0.005	0	0.005	0.005	0.05	0.225	0.00805555
0.005	0	0.005	0.005	0.05	0.225	0.00805555
0.005	0	0.005	0.005	0.05	0.225	0.00805555
0.005	0	0.005	0.005	0.05	0.225	0.00805555
0.005	0	0.005	0.005	0.05	0.225	0.00805555
0.005	0	0.005	0.005	0.05	0.225	0.00805555
0.005	0	0.005	0.005	0.05	0.225	0.00805555
0.005	0	0.005	0.005	0.05	0.225	0.00805555
0.005	0	0.005	0.005	0.05	0.225	0.00805555
0.005	0	0.005	0.005	0.05	0.225	0.00805555
0.005	0	0.005	0.005	0.05	0.225	0.00805555
0.005	0	0.005	0.005	0.05	0.225	0.00805555
0.005	0	0.005	0.005	0.05	0.2125	0.00805555
0.005	0	0.005	0.005	0.05	0.2125	0.00805555
0.005	0	0.005	0.005	0.025	0.225	0.00805555
0.005	0	0.005	0.005	0.025	0.225	0.00805555
0.005	0	0.005	0.005	0.05	0.125	0.00805555
0.005	0	0.005	0.005	0.05	0.1375	0.00805555
0.005	0	0.005	0.005	0.05	0.25	0.00805555
0.005	0	0.005	0.005	0.05	0.25	0.00805555
0.005	0	0.005	0.005	0.05	0.25	0.00805555
0.005	0	0.005	0.005	0.05	0.25	0.00805555
0.005	0	0.005	0.005	0.05	0.25	0.00805555
0.005	0	0.005	0.005	0.05	0.25	0.00805555
0.005	0	0.005	0.005	0.05	0.25	0.00805555
0.005	0	0.005	0.005	0.05	0.25	0.00805555
0.005	0	0.005	0.005	0.05	0.25	0.00805555
0.005	0	0.005	0.005	0.05	0.25	0.00805555
0.005	0	0.005	0.005	0.05	0.25	0.00805555
0.005	0	0.005	0.005	0.05	0.25	0.00805555
0.005	0	0.005	0.005	0.05	0.25	0.00805555
0.005	0	0.005	0.005	0.05	0.25	0.00805555
0.005	0	0.005	0.005	0.05	0.2375	0.00805555
0.005	0	0.005	0.005	0.05	0.2375	0.00805555
0.005	0	0.005	0.005	0.05	0.25	0.00805555
0.005	0	0.005	0.005	0	0.25	0.00805555
0.005	0	0.005	0.005	0	0.1375	0.00805555
0.005	0	0.005	0.005	0.75	0.1375	0.00805555
0.005	0	0.005	0.005	0.75	0.25	0.00805555
0.005	0	0.005	0.005	0.75	0.25	0.00805555
0.005	0	0.005	0.005	0.75	0.25	0.00805555
0.005	0	0.005	0.005	0.75	0.25	0.00805555
0.005	0	0.005	0.005	0.75	0.25	0.00805555
0.005	0	0.005	0.005	0.75	0.25	0.00805555
0.005	0	0.005	0.005	0.75	0.25	0.00555555
0.005	0	0.005	0.005	0.75	0.25	0.00555555
0.005	0	0.005	0.005	0.75	0.25	0.00805555
0.005	0	0.005	0.005	0.75	0.25	0.00805555
0.005	0	0.005	0.005	0.75	0.25	0.00805555
0.005	0	0.005	0.005	0.75	0.25	0.00805555
0.005	0	0.005	0.005	0.75	0.25	0.00805555
0.005	0	0.005	0.005	0.75	0.25	0.00805555
0.005	0	0.005	0.005	0.75	0.2375	0.00805555
0.005	0	0.005	0.005	0.75	0.2375	0.00805555
0.005	0	0.005	0.005	0.75	0.25	0.00805555
0.005	0	0.005	0.005	0.75	0.25	0.00805555
0.005	0	0.005	0.005	0.375	0.1375	0.00805555
0.005	0	0.005	0.005	0.525	0.1375	0.00805555
0.005	0	0.005	0.005	1.05	0.25	0.00805555
0	0	0.005	0.005	1.05	0.25	0.00805555
0	0	0.005	0.005	1.05	0.25	0.00805555
0.0833333	0	0.005	0.005	1.05	0.25	0.00805555
0.0833333	0	0.005	0.005	1.05	0.25	0.00805555
0.0833333	0	0.005	0.005	1.05	0.25	0.00805555
0.0833333	0	0.005	0.005	1.05	0.25	0.00805555
0.0833333	0	0.005	0.005	1.05	0.25	0.00805555
0.0833333	0	0	0.005	1.05	0.25	0.00805555
0.0833333	0	0	0.005	1.05	0.25	0.00805555
0.0833333	0	0.005	0.005	1.05	0.25	0.00805555
0.0833333	0	0.005	0.005	1.05	0.25	0.00805555
0.0833333	0	0.005	0.005	1.05	0.25	0.00805555
0.0833333	0	0.005	0.005	1.05	0.25	0.00805555
0.0416667	0	0.005	0.005	1.05	0.2375	0.00805555
0.00657895	0	0.005	0.005	1.05	0.2375	0.00805555
0.0131579	0	0.005	0.005	1.05	0.25	0.00805555
0.0131579	0	0.005	0.005	1.05	0.25	0.00805555
0.0131579	0	0.005	0.005	0.525	0.1375	0.00805555
0.0131579	0	0.005	0.005	1.55	0.1375	0.00805555
0.0131579	0	0.005	0.005	3.1	0.25	0.00805555
0.0131579	0	0.005	0.005	3.1	0.25	0.00805555
0.0131579	0	0.005	0.005	3.1	0.25	0.00805555
0.0131579	0	0.005	0.005	3.1	0.25	0.00805555
0.0131579	0	0.005	0.005	3.1	0.25	0.00805555
0.0131579	0	0.005	0	3.1	0.25	0.00805555
0.0131579	0	0.005	0	3.1	0.25	0.00805555
0.0131579	0	0.005	0.00520833	3.1	0.25	0.00805555
0.0131579	0	0.005	0.00520833	3.1	0.25	0.00805555
0.0131579	0	0.005	0.00520833	3.1	0.25	0.00805555
0.0131579	0	0.005	0.00520833	3.1	0.25	0.00805555
0.0131579	0	0.005	0.00520833	3.1	0.25	0.00805555
0.0131579	0	0.005	0.00520833	3.1	0.25	0.00805555
0.0131579	0	0.005	0.00520833	3.1	0.25	0.00805555
0.0131579	0	0.005	0.00520833	3.1	0.2375	0.00805555
0.0131579	0	0.005	0.00520833	3.1	0.2375	0.00805555
0.0131579	0	0.005	0.00520833	3.1	0.25	0.00805555
0.0131579	0	0.005	0.00520833	3.1	0.25	0.00805555
0.0131579	0	0.005	0.00520833	1.55	0.1375	0.00805555
